,sentiment,tweet
31140,2,Merci 😅 bon courage à vous aussi!
86841,0,Y'a un train en panne vers le sud on supprime les missions vers le nord je comprend pas trop
59069,2,"Bonne nouvelle, merci beaucoup !"
104596,1,@RERB Bonsoir trajet entre sevran livry et cité universitaire demain matin y ora t il un rer B ?
15111,1,"Il aurait fallu prévenir que les horaires changeaient par rapport aux jours précédents par contre... jetais partie pour prendre le 8h18 de gif comme d'habitude et en arrivant à l'avance, je lai vu partir de loin a 8h04... rien avant 8h28 🤦‍♀️"
37726,1,"Ok merci. ""Pas d'interconnexion à Gare du Nord"". Ça veut dire quoi : obligation de changer de train ? Pas de réponse non plus à cette question. @RERB @ClientsRATP @RATPgroup"
71230,0,@RERB pourriez-vous me dire pourquoi depuis 1 mois et demi il y a neuf siège neutralisé à la gare de @Palaiseau91 - Villebon ? Sachant que la scène de crime a du être contaminé depuis le temps...  @PoliceNationale
120079,1,@RERB.
89416,0,ce serait dû a une attaque extra terrestre +une pluie de meteorites et une manifestation de licornes à gare du nord. Vraiement pas de bol ! pic.twitter.com/bF7gzGGf5d
100209,0,Marre d'être transporté comme du bétail ? Signez et relayez cette pétition :  https://www.change.org/p/rer-b-dégradation-des-conditions-de-transport-depuis-le-20-février-2017 …
54296,2,Merci à vous. Je suis actuellement sorti du train
126242,0,@RERB 1h30 sevran beaudottes gdn ce matin au lieu de 25 mn c'est la faute de la grève aussi ???? Communiquez sur tout et pas que la grève
115183,0,@RERB NOTRE QUOTIDIEN!! à bon entendeur!!! @RoyalSegolene @AVidalies pic.twitter.com/weWhXVrDTr
54230,0,Y a pas une journée où les travaux ne génèrent pas des problèmes. Si vous êtes pas capables de les réaliser correctement ne faites rien ! Ça nous faciliterait la vie.
21221,2,@RERB Merci au PJZZ de nous avoir donné le sourire😉 pic.twitter.com/IfIFPZrkP2
124791,0,@RERB  Encore des prblmes. Rdv demain matin mm heure pour des nvx prblms. Avec chance on attendra 15min enfermé entre sdf et gare du nord.
83874,1,"Attention entre Le Guichet et Lozère il y a un clochard qui pisse du pont sur le train. Ca fait 3 minutes, je me demande si il faut appeler un médecin ou le Guinness Book."
48813,1,"@RERB bonjour,
A quel heure passe le train K à la garr d'aulnay ce matin svpp ?"
26773,1,@RERB pourquoi le LALA a t il été transformé en LAZZ à Denfert?? Est-ce qu’on peut savoir à quelle heure il va arriver au Guichet? Car aucune des applications n’est à jour. On arrive à La Croix de Bercy à 7h45
99835,1,comment se rendre à CDG2 ?
76078,1,mdr
15509,1,@RERB Bonjour la mission PYRR de 10h41 à Cité Universitaire vers St-Remy est toujours prévue?
131284,0,@RERB trafic normal (=grève)... +18mn d'attente pour Paris. #qml #RERB  http://twitpic.com/dm45gi 
22912,1,@RERB quel dernier départ de CDG à Gare du Nord? Merci
115391,1,"@RERB pour info à Gentilly à l'entrée n°2, il n'y a qu'un des deux portiques qui fonctionne"
88078,1,@RERB En attente depuis 30 minutes sans explications à CDG... que fait on?
3372,1,"J'ai ou avoir un PAPO a cité U a 18h10 non sans mal. En revanche, il y a eu un changement de mission a Massy et nous sommes omnibus entre Massy et st Rémy. Cela est logique cependant pourquoi ne pas l'avoir annoncé avant histoire de ne pas laisser des usagers a quai ?"
19516,1,"Bonjour, quel sont les horaires des trains prévus au départ de Massy Palaiseau vers GDN?"
105663,0,ENCORE !!!!!!!
30924,1,Bonsoir y’auras t-il un train direction Robinson à la gare d’Aulnay-sous-bois?
49591,0,@rerb 1h de galère ce matin. 1 train est bloqué à gare du Nord. Vous pouvez pas faire avancer le train qui est situé à Stade de France sans arrêt à gare du Nord ? ?????
24289,1,hey ! Pourquoi vous ne prévenez pas a l’avance qu’il y a un train en direction de St Rémy qui arrive à Cité U a 6h22 ?
128450,0,@RERB @Btilloy @Btilloy Bonjour A quand le réglage  de la sono a CDG1 ...cela devient INSOUTENABLE !!
117354,1,@RERB.
23385,2,Merci
34139,1,"Bonjour Joy, est ce que l’interconnexion est maintenue à gare du nord ?"
56028,1,"@RERB, mon copain vient d'oublier, à Gare du Nord, dans un RER en provenance de Robinson, sa pochette à dessin ""Lézard créatif"", dans laquelle se trouve pas mal de matériel important, et plusieurs de ses travaux à rendre. Y aurait-il moyen qu'il puisse la récupérer ?"
106629,0,évidemment le rer est surchargé salon au parc des expositions. Pourquoi n'y a t'il pas plus fréquence ?! Nous sommes du bétail #rerb
57016,2,Merci
35940,2,"Bravo et merci pour ce tweet ! Lorsque ça ne va pas je m'exprime mais lorsque vos démarches sont positives il faut le signaler également ! 👍👍
Raison de l'incident, état d'avancement de la perturbation et incidence sur la trafic... C'est le top pour les usagers ce genre d'info !"
126632,0,"@RERB Au moins une chose ne change pas en France, votre médiocrité permanente #danslecullesusagers"
123603,1,@RERB 🙆
27969,1,"Bonjour, quels trains vont être maintenus à Lozère ? Merci"
29885,1,J'espère qu'il sera retrouvé
111934,0,@RERB oui très pratique d'ailleurs de devoir attendre 15 min pour un Massy qui sera certainement bondé....
119388,1,@RERB.
96985,0,@RERB d'apres la voix off d'Aulnay le probleme est resolu a Drancy ahahah. Faisons comme d'hab: patientons RT RerbUser
103140,0,Incident terminé alors que vous venez de supprimer idol en terminus Massy ? Conneries #rerb
106812,1,Rare mais bel effort de communication Prochain tchat le 19 octobre Relation de cause à effet?
128495,0,@rerb 16-17h30 pour Sevran beaudottes.. Vs me donnez un bon de sortie pour mon employeur  ???
39424,0,Encore ralenti malheureusement
60406,0,"L'excellence, une fois de plus. Vos techniciens aussi s'octroient un week-end prolongé, après les chauffeurs ?"
93729,0,Seulement si vous me répondez à propos de l'annonce du quai d'arrivée du prochain RER à Bourg-la-Reine ! 😈#negociation PS:ce n'est pas BLR.
57839,2,"Hello Alexandra, on est d'accord qui vous ne previendrez avec un peu d'avance si la neige qui tombe sur le Sud de Paris commence à freiner le trafic ? J'aimerai bien anticiper un potentiel blocage :) Belle journée à toi"
121027,0,@RERB.
87296,0,@RERB plus de 10 minutes d attente à Gentilly 2 rer et aucun ne s arrête à Bagneux??? Pourris les nouveaux horaires !
76717,0,@RERB On vous voit rajouter des minutes d'attentes matin et soir c'est pas parce que vous décalez l'heure d'arrivée qu'il sera à l'heure.
1913,0,"Service inadmissible ce matin sur le @RERB, les rames sont remplies à craquer il faut vraiment agir pour le confort des usagers!!!!!! #RERB"
29730,1,"@RERB Salut, je voulais savoir pourquoi la gare d’Arcueil-Cachan n’est jamais desservie autrement que par tres peu de trains en direction de St Remy et tous les Robinson. -"
89287,0,@RERB il n'y a pas eu 1 train de supprimé ce matin? Prochain train à 7h21? Il est où le petit train pour Orsay? On commence bien la semaine!
5014,1,"Bonjour Joy, fusion d’un IDIL/EMAL avec EBON85. Pourquoi ?"
32625,1,Où en est la situation ?
10383,0,Mais c'est pas normal d'habitude il ya des directions St Remy les chevreuse
82009,0,"@RERB Communication sur les quais pas terrible a Massy : le robot a indique un direct Massy Orsay-Ville alors que terminus Palaiseau Les voyageurs sont paumes, ecrans eteints Diffuser les travaux du WE n'est pas utile #RERB #TeamRERB RT Jeannot911"
3099,1,A l’arrêt dans la ligne K vers le blanc mesnil direction Aulnay. C’est le même problème ?
100478,1,Pouvez vous m expliquer à quoi servent tous ces RER sans arrêts que l on ne voyait pas avant? Gare de Villeparis Mitry le Neuf
92701,0,Mais il ne s'est pas arrêté à Massy Verrières pour nous prendre! Votre tweet est inutile
57119,0,Aujourd’hui -> accident de personne + panne électrique = 66€ de taxi pour aller au boulot ! C’est remboursé par la sncf ?
2220,1,Je suis dans la PAPO qui est aux baconnets
32084,1,Peut on connaître la raison exacte de ce mouvement ?
91273,0,#RERB! arrive plein la gueule à BLR dir nord. Impossible de monter. On continue le grand chelem. 10 jours sans voyager normalement
35602,0,Normal après votre journée de sois disant grève enfin surtout une journée de repos incapables de faire en sorte que ce matin ça aille
68052,1,"Bonjour, non je parle réellement de la gare donc obliger de passer par l'entrée de nuit. Donc quand y a du monde impossible de sortir et les gens se poussent pour rentrer. Dans cette attente."
101573,1,"@RERB bonsoir, y a il des rer b entre aulnay et paris demain svp ?"
85743,1, pic.twitter.com/ydGKQm82kz
24329,1,"Remettez les calèches en circulation c est mieux, il y aura moins de malaise"
18504,1,"@RERB bonjour, j’ai un avion dimanche  12 janvier à Roissy. Puis-je compter sur des départs RER B depuis Gare du Nord vers 6h du mat?"
64866,1,Merci pour la réponse. Je n'essaie même pas de comprendre la logique. #RERB
39554,2,"Merci Joy, bonne journée à vous aussi 🤪"
63347,1,"@RERB bonjour, serait il possible de savoir à quelle heure le train bloqué à La Courneuve va pouvoir repartir ? Tous les jours des problèmes sur cette ligne, ça en devient invivable.. pas un seul jour sans problèmes et sans retard. Payer 75euro par mois pour ce genre de service.."
102603,0,@RERB Encore un problème sur notre train ! C'est tous les jours hein ! J'hallucine.
45795,1,@RERB le train que j’ai pris à Aulnay-sous-Bois direction Paris vers 20h00 n’avait pas de climatisation. Les fenêtres étaient pourtant fermées laissant la possibilité de faire circuler l’air . C’est déplorant de constater ce manque quand on sait que c’est la canicule .
66520,1,"Bonjour Alexandra
Nous n'avons pas eu de détails concernant les problèmes ayant entrainés des régulations 
Pourrions-nous en avoir?
Par avance merci #RERB #TeamRERB pic.twitter.com/hkQq8yAcmI"
100763,2,Ok merci :)
25534,0,Comme tous les jours finalement... #RERB #RATP #scandale
30223,0,Tout le temps des problèmes sur cette ligne 🤦🏾‍♂️
129884,0,@RERB aucun bus de remplacement prévu ?!
21920,0,@RERB  bonjour aujourd'hui y a t'il un train après 17h??? De gare du Nord a beaudotte
58876,1,"Ils pourraient tout de meme nous prévenir, merci"
4044,0,"@RERB @marieadamb @ClientsRATP À la station parc de sceaux direction le nord, des gens qui attendent depuis 10h10, car tous les RER arrivent blindés. C’est inadmissible ces conditions de transport. Et maintenant c’est tous les jours. Que faites-vous pour que cela fonctionne?"
62531,1,"Alors à quoi sont des toutes ces régulations sur le sud de la ligne ?
Et SVP informez les voyageurs !"
64198,0,Comment le trafic peut-il être régulier si une gare censée être desservie toutes les 12 minutes n'est pas desservi pendant plus d'une demie-heure (soit trois dessertes supprimées) ?
126008,0,@RERB le PIST40 direction st Rémy prévu à 13 h 37 à #ChateletLesHalles  est arrivée avec plus de 4 min de retard vraiment pourri cette ligne
7543,1,@RERB #RERB bonjour Joy! Pourriez vous faire remonter à la maintenance que le chauffage de la voiture ZRB 28233 ne fonctionne pas? Merci! C’est un peu glacial dans la rame la 🥶 bonne journée !
31532,1,"Mouvement social inopiné suite à l’exercice d’un droit de retrait.
Je demande le droit de retrait définitif. Laissez la place à d’autres."
68482,1,Aucun train terminus Massy donc aucun train Fontaine Michalon ?
105702,0,@RERB c'est pour mettre du piment dans la vie des usagers que maintenez 2 types d'écrans dans les gares affichant des horaires différents ?
115826,1,@RERB Porte arrière gauche HS sur ZRAB 28200 à 18h40 à Sevran Livry
22667,1,Oui ! Pardon !
55781,1,Le pire est qu’avant que je ne monte est qu’elle occupait 3 sièges. Je l’ai donc évidemment dérangée.
21247,0,Il joue à cache cache le 1er st remy ? C'est chaotique sur les écrans à st Michel là... #rerb
131855,0,@RERB vs allez ns faire le coup de la panne tous les jours? sans vouloir vs offusquer les carosses du #RERB ne donne pas envie de succomber!
58606,2,D'accord merci.
53424,1,@RERB on peut@avoir une information. Pourquoi maintenir une info sur Gare du Nord alors que les trains n’y vont pas ????
46637,1,"@RERB
Bonjour Joy,

C'est très ralenti ce soir.
Train LEVE à l'arrêt avant bourg la reine.

Des soucis svp ?

Merci"
65636,1,"@RERB aucun detail qui expliquerait le monde sur les quais du #rerb
#lignedélaissée"
95109,0,"@RERB la clim, elle fonctionne a CDG après y en a plus ????? C est quoi l'idée??? #vpecresse # rerbetail #paris2024 France sucks"
17544,1,Il part à quel heure le dernier rer pour paris ?
28080,1,@RERB Bonjour. Deux soirs d'affilié que je souhaite rentrer à la Courneuve depuis Luxembourg et deux soirs que les trains ne vont que jusqu'à Chatelet. Pourquoi ? Que se passe-t-il ? Il n'y a aucune explication (les travaux étaient sensé se terminer dimanche dernier. )  merci
7108,0,On devrait être remboursé pour tous vos problèmes non ?
107853,0,"@RERB Dans le #Robinson de ce soir, la pseudo clim ne marchait pas, rame blindee puisque perturbations sans info donc on crev RT @razhades"
61615,0,@RERB le foutage de gueule en continu ! On est expulsé à #Laplace sans s’avoir pourquoi ?! On n’entend pas les inaudibles annonces marmonnées dans des hauts parleurs HS. Y a rien qui marche chez vous ? @denismasure @vpecresse #remboursez pic.twitter.com/4tS8EnF7am
44105,1,"Merci pour les photos, parce qu'aller les voir c'est mission impossible."
47373,1,"Bonsoir Tino, non, le trafic ne reprend pas du tout. Depuis 17h31, je suis arrêté juste après La Plaine. il est 18h00, je suis dans KARE94."
4122,0,Mercredi matin. Heure de pointe. @RERB coupé vers CDG... Vous la sentez notre détresse ! @vpecresse @Elisabeth_Borne @Anne_Hidalgo @datirachida @alainkrakovitch @Romanet
72759,2,Merci pour l’info petit RER B 😽
96930,1,"Pas sûr de comprendre vos messages contradictoires , arriverons-nous à CDG ?
Gestion de situation intéressante ..."
101633,1,"La ligne fait 80km, où se passe l'incident? Quel type d'incident? Quelles mesures prises pour y remédier? #RERB"
86932,0,Plus rien ne m étonne avec vous ça serais bien que vous penser sérieusement a rembourser les pass navigo car on a beau partir super tot pour éviter tout problème y en a toutes les heures quelque soit la ligne rer ou métro 😠
97136,0,Et une de plus !
20068,1,Le dernier dernier train depuis le bourget pour Paris c'est a quel heure svp ?
105302,0,.@RERB mais au fait pourquoi ca roule mal ce matin ?
80244,1,"Bonjour, pouvez vous nous transmettre la grille des trains qui circulent pour demain?"
14562,0,Meme vos pbs techniques nous avaient manque ❤️
114173,1,"@RERB bloqués depuis 1/4h en pleine voie avant d'arriver à CDG, que se passe t il?"
1812,1,CDG
116241,0,@RERB le train de 7:42 à Massy pour le mettre à 7:50!? Il m'est impossible d'avoir le précédent devant déposer un enfant à la crèche. C'est
86407,0,@RERB @RER_A @GroupeSNCF @ClientsRATP @GroupeRATP et ceux qui prennent le #rerA et le #RERB ça se passe comment pour le remboursement ? C'est seulement 10€ ou 20€ aussi ?  https://www.facebook.com/Le.Parisien.Transports.Ile.de.France/posts/2014050555550748 …
120963,1,@RERB.
65839,0,Prochain train vers le sud depuis gare du Nord... 26 minutes en heure de pointe ! La moitié des missions annulées ou retardées. A quand des sanctions @IDFmobilites ?
19762,1,Le dernier*  pardon
124796,0,@RERB @chanbar63 arrête tu as encore fait le coup du malaise
51785,1,@RERB est ce qu’il y a un train après 23h au départ de charles de gaulle 1 jusqu’à sevran beaudotte ?
128111,1,"@RERB bonjour, besoin de savoir comment ça roule en ce moment direction CDG (timing serré pour prendre un avion) #RERB #QML #CDG"
116659,1,@RERB.
58869,1,J'ai adoré le conducteur qui demande de faire l'avion à Massy Palaiseau en direction de Paris à 8h23 👍👍👍
24592,1,#rerb @IDFmobilites 3 ? Cela paraît énorme
18884,0,Quoi ?? On est bloqué a chatelet ya pas de rer vers massy qui passent !!
36222,1,"Bonjour Joy, je dois prendre le RER B direction Saint Rémy les chevreuses à Cité universitaire cet après-midi. L'application RATP indique que le trafic est interrompu sur toute la ligne alors que ça ne concerne que le Nord. Me confirmez-vous que les trains circulent dans le sud ?"
38736,0,COMME TOUT LES JOURS ET PLUSIEURS FOIS PAR JOUR !!! On veut une ligne fiable c’est si compliqué que ça ?
29328,1, pic.twitter.com/Fd7q66OC7Z
129372,1,@RERB Bloqué avant Stade de France direction Mitry Claye suite à un incident à la Courneuve.
30326,0,@RERB et toujours ce #RERB qui se traîne. Pourquoi ?
82256,0,"@RERB Je ne sais pas si vous vous rendez compte de la dangerosité de la situation ! Trains bondés, quai bondés, pas d'interconnexion à Laplace et impossible de monter dans le train. Vous pensez mettre un train vide ou pas? Là, ce serait intelligent #RERB"
13299,0,C'était trop beau pour être vrai...
49303,0,"J'ai une question, Pourquoi il y a beaucoup de probleme depuis dès années et dès années sur le rerb et pourquoi la sncf ne modernise pas les rames et cette ligne?????🤔🤔🤔🤔🤔"
89300,0,"Je pense et j'espère que c'est une faute de frappe de la part du CM du #RERB, le 6 étant situé à côté 5 sur le pavé numérique du clavier."
100571,1,"Merci, si vous aviez communiqué un tableau horaire on aurait pu s'en rendre compte par bous même !"
99072,1,@RERB @LaPtiteElice Comment un train prevu a l'arrivee a Robinson a 8h33 impacte le trafic dans l'autre sens de cir   https://t RT jeromehuet
110171,1,il faudrait prendre en compte le fait qu'il y a eu un accident grave sur le rer B à massy
13263,2,Merci
28752,0,"Il ne faut rien attendre du rer B, ni des conducteurs...Ah si la grève, ils ne sont bons qu en ca!!!"
123936,1,"@RERB Bonjour, du coup pour une estimation de la reprise aucune idée ?"
83665,1,@RERB @denismasure Quel est le problème ce matin du Sud vers le nord ? Merci de répondre.
87927,0,@rerb idol03 se fait doubler par le émoi suivant et changement de mission pour sur car omnibus c'est énorme. Émoi quitte massy Palaiseau avec des personnes debout dans les couloirs
13797,1,"Bonjour Joy !
Encore ? Vous voulez nous faire regretter la grève ? 😩 Il faut arrêter avec les incidents techniques.
D’avance bon courage Joy car vous allez être très sollicitée ce matin."
33007,1,Et donc 3 heures de perturbation à prévoir? #RERB #TeamRERB
55166,0,"@RERB 8h15, train vers Massy débarqué en gare de Denfert...tous les voyageurs descendent ...un scandale as usual!!"
38697,0,"Vos excuses ? Laissez moi 5 minutes. Je vomir et reviens. Trafic perturbé mais il y a des trains pour Robinson, Saint Remy et massy. Où sont les trains pour Lozère et Orsay??!"
57665,1,"Non
3mn
Juste le temps qu'on le rate
Ou qu'on prenne des risques de dingues en sprintant sur des sols verglacés"
41825,0,@RERB toutes les fenêtres sont fermées.... vous avez trouvé le bouton de la clim ? 🥵 #RATP #RERB #canicule2019
6253,1,"Ha et, également, le matin dans l'autre sens, pour monter sur le quai direction Paris, il arrive également souvent que 1 ou grand maximum 2 portiques soient dans le sens de l'entrée, sachant que le matin, presque personne ne descend à Sevran :)
Merci!"
69496,0,"@RERB quand je vois des indications pour la @rydercup  dans les stations du #rerb et que je subis ses dysfonctionnements depuis dimanche, je souris jaune."
129866,1,@RERB Quand le RER B du Bourget à Chatelet refonctionnera ? Merci
114135,1,@RERB salut. Il est retardé de combien le train vers saint Rémy ? Je dois cherché un autre itinéraire ou cela va ?
28958,2,Merci
90661,1,Ca coince en direction du sud bloque entre denfert et cite universitaire
68817,0,bonjour pourquoi ce changement ? et aucun message du chauffeur...
118042,1,@RERB.
58097,2,"Ouuuuaaaaiiiiiiiiiiiiiiiiiiiiiiiiiiiiis oups, bonne journée 😊"
73120,1,@RERB Anticipez vous des perturbations sur la ligne RER B (Gare du Nord-Paris CGD TGV2) le vendredi 27 juillet en raison de la greve? Assurez vous un service complet (tous les trains roulent) ou reduit (un train sur ??? trains). Merci d'avance pour votre aide!
86135,0,"... étant donné le nombre de pannes sur la ligne B, cet article est ...comment dire ... risible !  #RERBàlaramasse"
63148,0,Z’avez compris ou il faut répéter ?
113470,0,@RERB c'est du foutage de gueule ? 1 train sur 4 qui passe et en plus on lui ajoute des arrêts ... Y en a qui vont bosser...
115873,0,".@RERB c'est dément le nombre de pannes de signalisation sur 1 année... Des travaux, des réparations c'est possible ? #grossefatigue"
99754,0,"@RERB:très perturbé ""cause difficultés pr acheminer nos personnels""😱Hé les gars, faut se réveiller tt le monde attend 😡"
30963,1,@RERB Prochain Rer en direction de Paris SVP de vert-galant.?
21612,2,C'était bien le but de mon tweet. Je le remercie de nous permettre d'aller au travail. 👍
76316,0,@RERB c’est ça le respect des voyageurs ? Laisser les gens s’entasser sur le quai direction sud à Denfert ? Sans infos ? pic.twitter.com/CVcqssY90t
69616,0,Et pourquoi pas le moindre conseil d’itinéraire alternatif en gare? Tout le monde n’a pas Twitter !
94241,1,Port royal
11458,0,"Finalement, je prefere quand vous etes en grève... y’a moins d’incident..."
10828,1,C’était déjà le cas hier non?
99421,0,C'est une blague?
25786,2,"Bonjour Alexandra, bonne semaine et bon courage ! nous allons essayer de passer une bonne journée !😉"
119067,1,@RERB.
132818,1,@RERB Quand comptez-vous enfin mettre en fonction systématiquement la clim qui équipe déjà de nombreuses nouvelles rames ? En été 2014 ?
35509,1,"Bonjour ! Les affichages à St Michel en direct du nord de la ligne sont tous k.o
Quelqu'un sur le coup ? pic.twitter.com/FLAcVkSdsx"
65294,0,Pas de train pendant 30 minutes à Lozere?
28173,1,Le Bourget
53579,1,@RERB pourquoi le train est arrêté à Port Royal ? En direction de l’aéroport CDG
103164,1,@RERB ...en gare il est annoncé à 9h36
110601,0,@RERB c etait deja le cas jeudi!! #panne #interruption #Paris #aeroport Roissy pauvres voyageurs RT @zouzou361
20692,0,@EmmanuelMacron @Djebbari_JB soyez maudits !
2491,1,Blanc mesnil svp
33202,1,"J'espère bien qu'il le sait !
C'est un gentil grincheux au final 🤣 pic.twitter.com/jpDwq2Bbl5"
76034,0,@RERB Votre ligne me fou en retard pour mon cours !!!! Bande d’ingrats
10899,1,"@RERB bonjour , il y a t’il toujours des perturbations pour faire la plaine stade de france à aulnay sous bois s’il vous plaît ? Merci d’avance sur votre retour"
32077,0,Super ... pic.twitter.com/1Rp42lE4hx
9324,1,"Arrêtez vos coups de com et entretenez les caténaires, les rails et les trains pour qu’ils ne tombent plus en panne tous les jours !"
2198,1,Bonsoir!!! Comment aller à Parc des expositions rer????
56149,2,"Merci, il devrait donc arriver dans quelques secondes :)"
65469,1,Mais du coup pouvez vous signaler ce dysfonctionnement ? Ça éviterait d'avoir de fausses mauvaises surprises pour d'autres usagers les prochaines fois ;)
26809,1,Menteur
74876,0,Il est 16h45 troisième fois d’affilée que j’ai ces vieilles rames degueues. Un plaisir.
127588,1,@RERB 5 par heure sur votre fiche...
2927,0,RER b pour beaudotte y en a pas  on comprend plus rien
117983,1,@RERB.
8612,1,"Merci c'est noté. Pouvez vous bien reboucler avec le  conducteur qu'il ne ""saute"" pas Fontaine Michalon comme vendredi voir dernier ?! Merci"
88259,0,@RERB C'est n'importe quoi !!! Bloque sud de paris. Les trains passent mais ne prennent pas de voyageurs 😡😡😡😡 RT Justine092
92963,0,Et le RER au départ de Denfert direction St Rémy qui est resté à quai pdt de longues minutes ?? L'explication ???
2325,1,Bonjour y a-t-il un train Gare du Nord vers galant s’il vous plaît
96510,2,Ok merci beaucoup
253,1,"ℹ️[Pandémie #COVID19 ] Nous recommandons aux personnes sensibles ou fragiles de rester autant que possible à leur domicile.

ℹ️Pour vérifier vos horaires, RDV J-1 à 17h sur  http://Transilien.com ,  http://ratp.fr  ou  http://rerb-leblog.fr "
24797,1,Atelier de quoi maintenance 😂😂😂😂🤣🤣
52586,1,"@RERB @ClientsRATP le La Plaine qui se transforme en Mitry à Laplace sans aucune communication dans le train , affichage toujours La Plaine. Heureusement qu on est habitué et qu’un coup d’œil sur le quai m’a permis de sortir à temps avant ! Svp Communiquez pour vos usagers !"
109740,1,oui c'est à dire ? Reprise à 11h? Ou reprise progressive. C'est pas pareil !
10296,1,"Merci pour la confirmation.. Supprimé sans aucune annonce, style de rien. Comme d'habitude. Ca veut dire pas de train à gif direction Paris pendant environ 20 minutes ! #RERB"
38422,1,"Bonsoir, et pour rentrer de Robinson jusqu’à Paris ça se passe comment ? Tous les trains sont annulés..."
106977,0,c festival sur cette ligne merdique.. vivement que j'habite Paris intra-muros pr ne plus utiliser cette merde
8391,0,Il ya un rail cassé a gare du nord...
83411,,Merci pour les gens qui n ont pas pu rentrer chez eux hier soir et qui attendent depuis 1h
36526,,Il faudrait savoir c'est écrit problème à antony et en plus d'être super lent mais vraiment très lent notre rer est terminus denfert sur la voie de l'horreur... Un non vendredi matin !
32599,,Au vu des réponses à ce message j'ai l'impression qu'on n'a pas trop indiqué aux voyageurs comment ils pouvaient rentrer chez eux... Encore de la communication @marieadamb @vpecresse #RERB #TeamRERB J'ai eu raison de ne pas sortir à Paris hier soir ☹️
76457,1,"@RERB 
Au secours 
Pas de desserte avant au mieux 20 mn pour Massy Verrières depuis Antony !
Modifiez le Orsay qui arrive ds 4 mn 
S'il vous plaît !!!"
51451,0,@RERB à Châtelet ????? pic.twitter.com/5NmYFnjANr
85441,,"Et comme toujours aucune infos sur le lieu ni le sens de circulation impacté, vous feriez pas d'annonce ça reviendrait au même . . ."
43371,,Bonjour pourquoi le train traîne... on avance lentement on s’arrête longtemps visiblement trafic anormal... je vais vers le Nord et je suis à gentilly mais on se traîne c’est fatigant
122707,,@RERB transporteur officiel de bétail  #RERB #jepayeraiplusjamaismonticket
16886,,@RERB Pas de train de #Châtelet à #LaPlaine Stade de France à 9h39?
64833,,@RERB pas de correspondante Twitter ce matin mais j’espère qu’on me répondra. Pourquoi EMAL97 roule actuellement au ralenti ? On devrait déjà être à Antony. J’aimerais ne pas partir plus tard le soir pour rattraper le retard que vous me causerait. 🙏 Merci. #RERB
86740,,"Et ca ne vous arrive jamais de vous excuser??? Dire que 75 e, que je pourrez mettre de côté pour mes prochaines vacances bien méritées, arrivent dans vos caisses tous les mois pour ce que j'appelle un semblant de service!! pic.twitter.com/EmBaqRMyj1"
79411,,"@RERB  bonjour, le trafic sera-t-il normal demain matin a la reprise du trafic. Ma fille doit passer a Gare du Nord pour La Courneuve a 7h30. Merci RT sofibertlambert"
30964,,@rerB quand tu commence à leur parler d’un geste commercial sur ton pass navigo ! pic.twitter.com/Ko77X9j42y
120732,1,@RERB.
132129,1,@RERB la Gare du Nord à Paris.
104002,0,"@RERB, ça serait possible, ne serait-ce une journée, que tu fonctionnes normalement ? 
Améliorez l'info de vos horaires @GroupeRATP"
12944,,@RERB c'est quoi cette nouvelle politique de rendre les trains terminus parc des expositions quand ils sont en retard. Le train Ebon vient de nous larguer à Villepinte sans justification et c'est pas la 1ere fois que ça arrive depuis septembre.
51534,1,@RERB y a t il des soucis sur le B ?
118982,1,@RERB.
44150,1,"Bonjour, les trains partent ils à l'heure de Robinson?"
49463,,"@RERB que s'est il passé à Gare du Nord ? Un train pour Saint Remy les chevreuse était prévus à 16h53, j'arrive en gare pas de trace du train sur les affichages et prochain train à 17h07..."
35860,,"@RERB Bonjour, pourquoi le prochain RER Vers Paris à la gare de Villeparisis - Mitry le neuf est indiqué à 9h23 ?"
91406,,Si ils y arrivent 😂 le salon auquel je devais assister la semaine dernière j'avais deux heures de retard #rerb
13228,1,"Bonjour,
1. Je m’étonne des conséquences du froid sur un matériel roulant qui circule depuis 40 ans.
2. Je regrette le silence des applications mobiles RATP et SNCF. Si je n’étais pas abonnez à votre compte Twitter je n’aurai jamais été informé de la perturbation du trafic."
37558,,"Bonjour, y'aura-t-il des perturbations demain matin avant 7h comme annoncé au départ ? 
(Trajet bourg la reine-Massy Palaiseau)"
62328,,"Merci beaucoup Alexandra pour votre sollicitude. 😘
Sinon l'affichage du tps d'attente sur le quai était une bonne idée, malheureusement ce n'est pas fiable. Parfois il s'allonge. On passe par exemple de 3 à 6 minutes d'attente 😁 Est-ce que les trains reculent ? 🤣
@denismasure"
7275,,Le prochain est à 13h15?
119148,1,@RERB.
77515,,@RERB savez vous quand la circulation va reprendre vers gare du nord? Nous sommes a l arret a la courneuve
69137,,"Blablabla pas un mot sur un éventuel geste commercial, ce serait trop beau de respecter ses clients"
52194,,Un train arrive t'il de robinson vers mitry-claye à bourg la reine actuellement (11h57) - il était indiqué 4 mins et les infos viennent de partir.
126498,,@RERB arrêtez de faire grève bande de Fdp svp
34,,"@RERB @ClientsRATP Bonsoir, avez-vous les horaires et les prévisions de trafic demain sur la branche sud Gare du Nord / Bagneux ?"
475,,Parce que en gare de aulnay beaucoup de train son supprimé fallait attendre 12min pour le prochain
70031,,"Merci Alexandra, vous êtes gentille
C'est au niveau supérieur que c'est moins sympa, franchement, ça me gave
Que @IDFMobilites ait validé ces conneries de Grand  http://Paris.Express  me dépassent #RERB #TeamRERB"
